1,tBodyAcc-mean()-X,TRUE
2,tBodyAcc-mean()-Y,TRUE
3,tBodyAcc-mean()-Z,TRUE
4,tBodyAcc-std()-X,TRUE
5,tBodyAcc-std()-Y,TRUE
6,tBodyAcc-std()-Z,TRUE
7,tBodyAcc-mad()-X,FALSE
8,tBodyAcc-mad()-Y,FALSE
9,tBodyAcc-mad()-Z,FALSE
10,tBodyAcc-max()-X,FALSE
11,tBodyAcc-max()-Y,FALSE
12,tBodyAcc-max()-Z,FALSE
13,tBodyAcc-min()-X,FALSE
14,tBodyAcc-min()-Y,FALSE
15,tBodyAcc-min()-Z,FALSE
16,tBodyAcc-sma(),FALSE
17,tBodyAcc-energy()-X,FALSE
18,tBodyAcc-energy()-Y,FALSE
19,tBodyAcc-energy()-Z,FALSE
20,tBodyAcc-iqr()-X,FALSE
21,tBodyAcc-iqr()-Y,FALSE
22,tBodyAcc-iqr()-Z,FALSE
23,tBodyAcc-entropy()-X,FALSE
24,tBodyAcc-entropy()-Y,FALSE
25,tBodyAcc-entropy()-Z,FALSE
26,"tBodyAcc-arCoeff()-X,1",FALSE
27,"tBodyAcc-arCoeff()-X,2",FALSE
28,"tBodyAcc-arCoeff()-X,3",FALSE
29,"tBodyAcc-arCoeff()-X,4",FALSE
30,"tBodyAcc-arCoeff()-Y,1",FALSE
31,"tBodyAcc-arCoeff()-Y,2",FALSE
32,"tBodyAcc-arCoeff()-Y,3",FALSE
33,"tBodyAcc-arCoeff()-Y,4",FALSE
34,"tBodyAcc-arCoeff()-Z,1",FALSE
35,"tBodyAcc-arCoeff()-Z,2",FALSE
36,"tBodyAcc-arCoeff()-Z,3",FALSE
37,"tBodyAcc-arCoeff()-Z,4",FALSE
38,"tBodyAcc-correlation()-X,Y",FALSE
39,"tBodyAcc-correlation()-X,Z",FALSE
40,"tBodyAcc-correlation()-Y,Z",FALSE
41,tGravityAcc-mean()-X,TRUE
42,tGravityAcc-mean()-Y,TRUE
43,tGravityAcc-mean()-Z,TRUE
44,tGravityAcc-std()-X,TRUE
45,tGravityAcc-std()-Y,TRUE
46,tGravityAcc-std()-Z,TRUE
47,tGravityAcc-mad()-X,FALSE
48,tGravityAcc-mad()-Y,FALSE
49,tGravityAcc-mad()-Z,FALSE
50,tGravityAcc-max()-X,FALSE
51,tGravityAcc-max()-Y,FALSE
52,tGravityAcc-max()-Z,FALSE
53,tGravityAcc-min()-X,FALSE
54,tGravityAcc-min()-Y,FALSE
55,tGravityAcc-min()-Z,FALSE
56,tGravityAcc-sma(),FALSE
57,tGravityAcc-energy()-X,FALSE
58,tGravityAcc-energy()-Y,FALSE
59,tGravityAcc-energy()-Z,FALSE
60,tGravityAcc-iqr()-X,FALSE
61,tGravityAcc-iqr()-Y,FALSE
62,tGravityAcc-iqr()-Z,FALSE
63,tGravityAcc-entropy()-X,FALSE
64,tGravityAcc-entropy()-Y,FALSE
65,tGravityAcc-entropy()-Z,FALSE
66,"tGravityAcc-arCoeff()-X,1",FALSE
67,"tGravityAcc-arCoeff()-X,2",FALSE
68,"tGravityAcc-arCoeff()-X,3",FALSE
69,"tGravityAcc-arCoeff()-X,4",FALSE
70,"tGravityAcc-arCoeff()-Y,1",FALSE
71,"tGravityAcc-arCoeff()-Y,2",FALSE
72,"tGravityAcc-arCoeff()-Y,3",FALSE
73,"tGravityAcc-arCoeff()-Y,4",FALSE
74,"tGravityAcc-arCoeff()-Z,1",FALSE
75,"tGravityAcc-arCoeff()-Z,2",FALSE
76,"tGravityAcc-arCoeff()-Z,3",FALSE
77,"tGravityAcc-arCoeff()-Z,4",FALSE
78,"tGravityAcc-correlation()-X,Y",FALSE
79,"tGravityAcc-correlation()-X,Z",FALSE
80,"tGravityAcc-correlation()-Y,Z",FALSE
81,tBodyAccJerk-mean()-X,TRUE
82,tBodyAccJerk-mean()-Y,TRUE
83,tBodyAccJerk-mean()-Z,TRUE
84,tBodyAccJerk-std()-X,TRUE
85,tBodyAccJerk-std()-Y,TRUE
86,tBodyAccJerk-std()-Z,TRUE
87,tBodyAccJerk-mad()-X,FALSE
88,tBodyAccJerk-mad()-Y,FALSE
89,tBodyAccJerk-mad()-Z,FALSE
90,tBodyAccJerk-max()-X,FALSE
91,tBodyAccJerk-max()-Y,FALSE
92,tBodyAccJerk-max()-Z,FALSE
93,tBodyAccJerk-min()-X,FALSE
94,tBodyAccJerk-min()-Y,FALSE
95,tBodyAccJerk-min()-Z,FALSE
96,tBodyAccJerk-sma(),FALSE
97,tBodyAccJerk-energy()-X,FALSE
98,tBodyAccJerk-energy()-Y,FALSE
99,tBodyAccJerk-energy()-Z,FALSE
100,tBodyAccJerk-iqr()-X,FALSE
101,tBodyAccJerk-iqr()-Y,FALSE
102,tBodyAccJerk-iqr()-Z,FALSE
103,tBodyAccJerk-entropy()-X,FALSE
104,tBodyAccJerk-entropy()-Y,FALSE
105,tBodyAccJerk-entropy()-Z,FALSE
106,"tBodyAccJerk-arCoeff()-X,1",FALSE
107,"tBodyAccJerk-arCoeff()-X,2",FALSE
108,"tBodyAccJerk-arCoeff()-X,3",FALSE
109,"tBodyAccJerk-arCoeff()-X,4",FALSE
110,"tBodyAccJerk-arCoeff()-Y,1",FALSE
111,"tBodyAccJerk-arCoeff()-Y,2",FALSE
112,"tBodyAccJerk-arCoeff()-Y,3",FALSE
113,"tBodyAccJerk-arCoeff()-Y,4",FALSE
114,"tBodyAccJerk-arCoeff()-Z,1",FALSE
115,"tBodyAccJerk-arCoeff()-Z,2",FALSE
116,"tBodyAccJerk-arCoeff()-Z,3",FALSE
117,"tBodyAccJerk-arCoeff()-Z,4",FALSE
118,"tBodyAccJerk-correlation()-X,Y",FALSE
119,"tBodyAccJerk-correlation()-X,Z",FALSE
120,"tBodyAccJerk-correlation()-Y,Z",FALSE
121,tBodyGyro-mean()-X,TRUE
122,tBodyGyro-mean()-Y,TRUE
123,tBodyGyro-mean()-Z,TRUE
124,tBodyGyro-std()-X,TRUE
125,tBodyGyro-std()-Y,TRUE
126,tBodyGyro-std()-Z,TRUE
127,tBodyGyro-mad()-X,FALSE
128,tBodyGyro-mad()-Y,FALSE
129,tBodyGyro-mad()-Z,FALSE
130,tBodyGyro-max()-X,FALSE
131,tBodyGyro-max()-Y,FALSE
132,tBodyGyro-max()-Z,FALSE
133,tBodyGyro-min()-X,FALSE
134,tBodyGyro-min()-Y,FALSE
135,tBodyGyro-min()-Z,FALSE
136,tBodyGyro-sma(),FALSE
137,tBodyGyro-energy()-X,FALSE
138,tBodyGyro-energy()-Y,FALSE
139,tBodyGyro-energy()-Z,FALSE
140,tBodyGyro-iqr()-X,FALSE
141,tBodyGyro-iqr()-Y,FALSE
142,tBodyGyro-iqr()-Z,FALSE
143,tBodyGyro-entropy()-X,FALSE
144,tBodyGyro-entropy()-Y,FALSE
145,tBodyGyro-entropy()-Z,FALSE
146,"tBodyGyro-arCoeff()-X,1",FALSE
147,"tBodyGyro-arCoeff()-X,2",FALSE
148,"tBodyGyro-arCoeff()-X,3",FALSE
149,"tBodyGyro-arCoeff()-X,4",FALSE
150,"tBodyGyro-arCoeff()-Y,1",FALSE
151,"tBodyGyro-arCoeff()-Y,2",FALSE
152,"tBodyGyro-arCoeff()-Y,3",FALSE
153,"tBodyGyro-arCoeff()-Y,4",FALSE
154,"tBodyGyro-arCoeff()-Z,1",FALSE
155,"tBodyGyro-arCoeff()-Z,2",FALSE
156,"tBodyGyro-arCoeff()-Z,3",FALSE
157,"tBodyGyro-arCoeff()-Z,4",FALSE
158,"tBodyGyro-correlation()-X,Y",FALSE
159,"tBodyGyro-correlation()-X,Z",FALSE
160,"tBodyGyro-correlation()-Y,Z",FALSE
161,tBodyGyroJerk-mean()-X,TRUE
162,tBodyGyroJerk-mean()-Y,TRUE
163,tBodyGyroJerk-mean()-Z,TRUE
164,tBodyGyroJerk-std()-X,TRUE
165,tBodyGyroJerk-std()-Y,TRUE
166,tBodyGyroJerk-std()-Z,TRUE
167,tBodyGyroJerk-mad()-X,FALSE
168,tBodyGyroJerk-mad()-Y,FALSE
169,tBodyGyroJerk-mad()-Z,FALSE
170,tBodyGyroJerk-max()-X,FALSE
171,tBodyGyroJerk-max()-Y,FALSE
172,tBodyGyroJerk-max()-Z,FALSE
173,tBodyGyroJerk-min()-X,FALSE
174,tBodyGyroJerk-min()-Y,FALSE
175,tBodyGyroJerk-min()-Z,FALSE
176,tBodyGyroJerk-sma(),FALSE
177,tBodyGyroJerk-energy()-X,FALSE
178,tBodyGyroJerk-energy()-Y,FALSE
179,tBodyGyroJerk-energy()-Z,FALSE
180,tBodyGyroJerk-iqr()-X,FALSE
181,tBodyGyroJerk-iqr()-Y,FALSE
182,tBodyGyroJerk-iqr()-Z,FALSE
183,tBodyGyroJerk-entropy()-X,FALSE
184,tBodyGyroJerk-entropy()-Y,FALSE
185,tBodyGyroJerk-entropy()-Z,FALSE
186,"tBodyGyroJerk-arCoeff()-X,1",FALSE
187,"tBodyGyroJerk-arCoeff()-X,2",FALSE
188,"tBodyGyroJerk-arCoeff()-X,3",FALSE
189,"tBodyGyroJerk-arCoeff()-X,4",FALSE
190,"tBodyGyroJerk-arCoeff()-Y,1",FALSE
191,"tBodyGyroJerk-arCoeff()-Y,2",FALSE
192,"tBodyGyroJerk-arCoeff()-Y,3",FALSE
193,"tBodyGyroJerk-arCoeff()-Y,4",FALSE
194,"tBodyGyroJerk-arCoeff()-Z,1",FALSE
195,"tBodyGyroJerk-arCoeff()-Z,2",FALSE
196,"tBodyGyroJerk-arCoeff()-Z,3",FALSE
197,"tBodyGyroJerk-arCoeff()-Z,4",FALSE
198,"tBodyGyroJerk-correlation()-X,Y",FALSE
199,"tBodyGyroJerk-correlation()-X,Z",FALSE
200,"tBodyGyroJerk-correlation()-Y,Z",FALSE
201,tBodyAccMag-mean(),TRUE
202,tBodyAccMag-std(),TRUE
203,tBodyAccMag-mad(),FALSE
204,tBodyAccMag-max(),FALSE
205,tBodyAccMag-min(),FALSE
206,tBodyAccMag-sma(),FALSE
207,tBodyAccMag-energy(),FALSE
208,tBodyAccMag-iqr(),FALSE
209,tBodyAccMag-entropy(),FALSE
210,tBodyAccMag-arCoeff()1,FALSE
211,tBodyAccMag-arCoeff()2,FALSE
212,tBodyAccMag-arCoeff()3,FALSE
213,tBodyAccMag-arCoeff()4,FALSE
214,tGravityAccMag-mean(),TRUE
215,tGravityAccMag-std(),TRUE
216,tGravityAccMag-mad(),FALSE
217,tGravityAccMag-max(),FALSE
218,tGravityAccMag-min(),FALSE
219,tGravityAccMag-sma(),FALSE
220,tGravityAccMag-energy(),FALSE
221,tGravityAccMag-iqr(),FALSE
222,tGravityAccMag-entropy(),FALSE
223,tGravityAccMag-arCoeff()1,FALSE
224,tGravityAccMag-arCoeff()2,FALSE
225,tGravityAccMag-arCoeff()3,FALSE
226,tGravityAccMag-arCoeff()4,FALSE
227,tBodyAccJerkMag-mean(),TRUE
228,tBodyAccJerkMag-std(),TRUE
229,tBodyAccJerkMag-mad(),FALSE
230,tBodyAccJerkMag-max(),FALSE
231,tBodyAccJerkMag-min(),FALSE
232,tBodyAccJerkMag-sma(),FALSE
233,tBodyAccJerkMag-energy(),FALSE
234,tBodyAccJerkMag-iqr(),FALSE
235,tBodyAccJerkMag-entropy(),FALSE
236,tBodyAccJerkMag-arCoeff()1,FALSE
237,tBodyAccJerkMag-arCoeff()2,FALSE
238,tBodyAccJerkMag-arCoeff()3,FALSE
239,tBodyAccJerkMag-arCoeff()4,FALSE
240,tBodyGyroMag-mean(),TRUE
241,tBodyGyroMag-std(),TRUE
242,tBodyGyroMag-mad(),FALSE
243,tBodyGyroMag-max(),FALSE
244,tBodyGyroMag-min(),FALSE
245,tBodyGyroMag-sma(),FALSE
246,tBodyGyroMag-energy(),FALSE
247,tBodyGyroMag-iqr(),FALSE
248,tBodyGyroMag-entropy(),FALSE
249,tBodyGyroMag-arCoeff()1,FALSE
250,tBodyGyroMag-arCoeff()2,FALSE
251,tBodyGyroMag-arCoeff()3,FALSE
252,tBodyGyroMag-arCoeff()4,FALSE
253,tBodyGyroJerkMag-mean(),TRUE
254,tBodyGyroJerkMag-std(),TRUE
255,tBodyGyroJerkMag-mad(),FALSE
256,tBodyGyroJerkMag-max(),FALSE
257,tBodyGyroJerkMag-min(),FALSE
258,tBodyGyroJerkMag-sma(),FALSE
259,tBodyGyroJerkMag-energy(),FALSE
260,tBodyGyroJerkMag-iqr(),FALSE
261,tBodyGyroJerkMag-entropy(),FALSE
262,tBodyGyroJerkMag-arCoeff()1,FALSE
263,tBodyGyroJerkMag-arCoeff()2,FALSE
264,tBodyGyroJerkMag-arCoeff()3,FALSE
265,tBodyGyroJerkMag-arCoeff()4,FALSE
266,fBodyAcc-mean()-X,TRUE
267,fBodyAcc-mean()-Y,TRUE
268,fBodyAcc-mean()-Z,TRUE
269,fBodyAcc-std()-X,TRUE
270,fBodyAcc-std()-Y,TRUE
271,fBodyAcc-std()-Z,TRUE
272,fBodyAcc-mad()-X,FALSE
273,fBodyAcc-mad()-Y,FALSE
274,fBodyAcc-mad()-Z,FALSE
275,fBodyAcc-max()-X,FALSE
276,fBodyAcc-max()-Y,FALSE
277,fBodyAcc-max()-Z,FALSE
278,fBodyAcc-min()-X,FALSE
279,fBodyAcc-min()-Y,FALSE
280,fBodyAcc-min()-Z,FALSE
281,fBodyAcc-sma(),FALSE
282,fBodyAcc-energy()-X,FALSE
283,fBodyAcc-energy()-Y,FALSE
284,fBodyAcc-energy()-Z,FALSE
285,fBodyAcc-iqr()-X,FALSE
286,fBodyAcc-iqr()-Y,FALSE
287,fBodyAcc-iqr()-Z,FALSE
288,fBodyAcc-entropy()-X,FALSE
289,fBodyAcc-entropy()-Y,FALSE
290,fBodyAcc-entropy()-Z,FALSE
291,fBodyAcc-maxInds-X,FALSE
292,fBodyAcc-maxInds-Y,FALSE
293,fBodyAcc-maxInds-Z,FALSE
294,fBodyAcc-meanFreq()-X,FALSE
295,fBodyAcc-meanFreq()-Y,FALSE
296,fBodyAcc-meanFreq()-Z,FALSE
297,fBodyAcc-skewness()-X,FALSE
298,fBodyAcc-kurtosis()-X,FALSE
299,fBodyAcc-skewness()-Y,FALSE
300,fBodyAcc-kurtosis()-Y,FALSE
301,fBodyAcc-skewness()-Z,FALSE
302,fBodyAcc-kurtosis()-Z,FALSE
